x,y
26.2122,151.097
26.3139,151.248
26.409,151.389
26.6302,151.713
26.739,151.87
26.8496,152.029
26.9477,152.168
27.0514,152.313
27.2785,152.623
27.3915,152.774
27.5041,152.922
27.6146,153.064
27.7321,153.212
27.9739,153.508
28.0902,153.646
28.2098,153.785
28.3201,153.911
28.4365,154.041
28.6886,154.315
28.814,154.446
28.9378,154.573
29.0598,154.695
29.1824,154.813
29.4496,155.063
29.5842,155.185
29.716,155.303
29.8371,155.408
29.9637,155.516
30.2485,155.75
30.3764,155.851
30.5114,155.955
30.6368,156.049
30.777,156.151
31.0509,156.343
31.1899,156.436
31.3318,156.528
31.4662,156.612
31.5969,156.69
31.8901,156.854
32.0353,156.931
32.1814,157.005
32.3145,157.07
32.4499,157.133
32.753,157.267
32.9004,157.328
33.0462,157.385
33.183,157.437
33.3224,157.487
33.6193,157.587
33.7671,157.633
33.9118,157.675
34.0471,157.712
34.1851,157.747
34.4501,157.807
34.625,157.841
34.7931,157.871
34.9503,157.895
35.1025,157.916
35.231,157.931
35.519,157.956
35.6604,157.964
35.7983,157.97
35.9389,157.972
36.069,157.972
36.3578,157.964
36.4948,157.955
36.63,157.944
36.7719,157.93
36.9012,157.914
37.171,157.875
37.3043,157.853
37.4366,157.829
37.5695,157.804
37.6957,157.777
37.9652,157.715
38.0971,157.682
38.2283,157.648
38.3546,157.614
38.4773,157.58
38.7401,157.501
38.8695,157.46
38.9955,157.419
39.1249,157.375
39.2759,157.323
39.4818,157.249
39.6221,157.199
39.7447,157.154
39.8679,157.108
39.9945,157.062
40.2345,156.973
40.3604,156.927
40.4812,156.883
40.6081,156.837
40.7225,156.796
40.9658,156.709
41.0864,156.667
41.2069,156.625
41.327,156.584
41.4433,156.544
41.6869,156.462
41.815,156.418
41.9268,156.38
42.0451,156.339
42.1572,156.3
42.3967,156.218
42.5153,156.177
42.6323,156.137
42.7464,156.098
42.8583,156.059
43.0928,155.979
43.2118,155.938
43.3331,155.896
43.4446,155.858
43.5468,155.823
43.779,155.743
43.8929,155.704
44.0065,155.665
44.1198,155.626
44.2262,155.589
44.4539,155.51
44.5639,155.472
44.6751,155.433
44.7847,155.395
44.8911,155.358
45.1159,155.281
45.2288,155.242
45.3373,155.205
45.4415,155.169
45.5459,155.133
45.7629,155.059
45.8722,155.021
45.9792,154.984
46.0845,154.948
46.1929,154.911
46.4006,154.84
46.5099,154.802
46.6148,154.766
46.72,154.73
46.8178,154.697
47.0296,154.624
47.1409,154.586
47.2504,154.548
47.3489,154.514
47.444,154.479
47.6461,154.408
47.7465,154.372
47.8483,154.337
47.9468,154.303
48.0436,154.27
48.2477,154.199
48.3507,154.164
48.4487,154.13
48.5488,154.096
48.6435,154.064
48.8433,153.995
48.9413,153.961
49.0389,153.927
49.1352,153.894
49.4258,153.793
49.5212,153.76
49.6198,153.726
49.8037,153.662
49.9845,153.6
50.1622,153.539
50.3205,153.486
50.4803,153.432
50.6314,153.383
50.7707,153.339
50.9021,153.295
51.0253,153.254
51.1288,153.22
51.2273,153.187
51.3522,153.146
51.4491,153.115
51.5649,153.081
