(-9.46247, 8.0)
(-9.46247, 8.0)
(-9.46247, 8.0)
(-9.46247, 8.0)
(-9.47383, 8.0)
(-9.46247, 8.0)
(-9.47383, 8.0)
(-9.46247, 8.0)
(-9.46247, 8.0)
(-9.46247, 8.0)
(-9.46247, 8.0)
(-9.46247, 8.0)
(-9.46247, 8.0)
(-9.46996, 8.0)
(-9.46996, 8.0)
(-9.4586, 8.0)
(1.51606, 5.0)
(-9.46247, 8.0)
(-9.46996, 8.0)
(-9.46996, 8.0)
(-9.46247, 8.0)
(-9.46996, 8.0)
(-9.4586, 8.0)
(-9.46247, 8.0)
(-9.46247, 8.0)
(-9.46247, 8.0)
(-9.46247, 8.0)
(-9.46996, 8.0)
(-9.4586, 8.0)
(-9.46996, 8.0)
(-9.46247, 8.0)
(-9.46247, 8.0)
(-9.46247, 8.0)
(-9.46247, 8.0)
(-9.46247, 8.0)
(-9.46247, 8.0)
(-9.46247, 8.0)
(-9.47383, 8.0)
(-9.44789, 8.0)
(-9.44789, 8.0)
(-9.44789, 8.0)
(-9.47383, 8.0)
(-9.46247, 8.0)
(-9.46247, 8.0)
(-9.46247, 8.0)
(-9.46247, 8.0)
(-9.4586, 8.0)
(-9.4586, 8.0)
(-9.46996, 8.0)
(-9.46996, 8.0)
(-9.47383, 8.0)
(-9.44789, 8.0)
(-9.44789, 8.0)
(-9.47383, 8.0)
(-9.46247, 8.0)
(-9.47383, 8.0)
(-9.46247, 8.0)
(-9.4586, 8.0)
(-9.4586, 8.0)
(-9.4586, 8.0)
(-9.46996, 8.0)
(-9.46247, 8.0)
(-9.44789, 8.0)
(-9.44789, 8.0)
(-9.44789, 8.0)
(-9.44789, 8.0)
(-9.44789, 8.0)
(-9.44789, 8.0)
(-9.44789, 8.0)
(-9.44789, 8.0)
(-9.44789, 8.0)
(-9.44789, 8.0)
(-9.44789, 8.0)
(-9.44789, 8.0)
(-9.44789, 8.0)
(-9.44789, 8.0)
(-9.44789, 8.0)
(-9.44789, 8.0)
(-9.44789, 8.0)
(-9.47383, 8.0)
(-9.46247, 8.0)
(-9.46247, 8.0)
(-9.46247, 8.0)
(-9.46247, 8.0)
(-9.46247, 8.0)
(-9.46996, 8.0)
(-9.46996, 8.0)
(-9.46996, 8.0)
(-9.4586, 8.0)
(-9.4586, 8.0)
(-9.46247, 8.0)
(-9.46247, 8.0)
(-9.46247, 8.0)
(-9.46247, 8.0)
(-9.46996, 8.0)
(-9.46996, 8.0)
(-9.46247, 8.0)
(-9.44724, 8.0)
(-9.4369, 8.0)
(-9.46672, 8.0)
(-9.45601, 8.0)
(-9.4453, 8.0)
(-9.467, 8.0)
(-9.43294, 8.0)
(-9.43257, 8.0)
(-9.47633, 8.0)
(-1.53479, 5.0)
(-1.53479, 5.0)
(-1.53479, 5.0)
(-1.5348, 5.0)
(-1.53476, 5.0)
(-1.53479, 5.0)
(-1.53479, 5.0)
(-1.53478, 5.0)
(-1.53477, 5.0)
(-1.53479, 5.0)
(-1.5348, 5.0)
(-1.53479, 5.0)
(0.000182789, 0.00195963)
(0.000544779, 0.00538678)
(0.00104586, 0.0100381)
(0.00169841, 0.0160361)
(0.00347983, 0.0324386)
(0.0045344, 0.0421089)
(0.0062539, 0.0578995)
(0.00774098, 0.0712428)
(0.0105951, 0.0971939)
(0.0126052, 0.115555)
(0.0148963, 0.136243)
(0.0171626, 0.156686)
(0.0195309, 0.177986)
(0.0229071, 0.208345)
(0.0275541, 0.250211)
(0.0307111, 0.278855)
(0.0351695, 0.319007)
(0.0379893, 0.344469)
(0.0449151, 0.4069)
(0.048839, 0.442521)
(0.0533403, 0.482796)
(0.0572794, 0.518418)
(0.0626095, 0.566282)
(0.0667773, 0.603863)
(0.0755121, 0.68282)
(0.0806317, 0.728603)
(0.0867162, 0.783323)
(0.0909307, 0.821515)
(0.102469, 0.925322)
(0.108174, 0.976736)
(0.116154, 1.04884)
(0.122112, 1.10245)
(0.127563, 1.15166)
(0.133008, 1.20112)
(0.146187, 1.32084)
(0.153009, 1.38314)
(0.160907, 1.45549)
(0.166916, 1.51082)
(0.181594, 1.64791)
(0.18954, 1.72342)
(0.198252, 1.80787)
(0.204698, 1.87188)
(0.21254, 1.95118)
(0.224652, 2.07796)
(0.232869, 2.16789)
(0.241366, 2.2654)
(0.247696, 2.34149)
(0.253092, 2.40926)
(0.260126, 2.50148)
(0.270845, 2.65509)
(0.275487, 2.72894)
(0.281359, 2.82968)
(0.286814, 2.93323)
(0.293955, 3.08906)
(0.298114, 3.201)
(0.300951, 3.2919)
(0.302816, 3.36447)
(0.305325, 3.48101)
(0.306592, 3.55564)
(0.308649, 3.75177)
(0.309002, 3.83602)
(0.309125, 3.96447)
(0.308939, 4.04444)
(0.307879, 4.23549)
(0.306939, 4.33974)
(0.305522, 4.47462)
(0.304459, 4.56262)
(0.302831, 4.69091)
(0.301484, 4.79294)
(0.299083, 4.97163)
(0.29756, 5.08637)
(0.296021, 5.20696)
(0.294383, 5.34086)
(0.293161, 5.44669)
(0.290953, 5.65932)
(0.289986, 5.76271)
(0.288563, 5.91994)
(0.287571, 6.0348)
(0.285989, 6.22987)
(0.285019, 6.35549)
(0.283986, 6.49416)
(0.28323, 6.59707)
(0.282066, 6.75039)
(0.280396, 6.96805)
(0.2792, 7.10977)
(0.277795, 7.25515)
(0.276421, 7.37978)
(0.274966, 7.49353)
(0.271123, 7.74069)
(0.268478, 7.87456)
(0.264442, 8.04943)
(0.261746, 8.14911)
(0.256762, 8.31431)
(0.248788, 8.53915)
(0.24205, 8.70174)
(0.23496, 8.85651)
(0.227893, 8.99932)
(0.220929, 9.13321)
(0.206861, 9.3894)
(0.198275, 9.5384)
(0.189359, 9.68971)
(0.179897, 9.8487)
(0.173217, 9.96013)
(0.163854, 10.1162)
(0.145924, 10.4159)
(0.13809, 10.5478)
(0.125496, 10.7608)
(0.116024, 10.9235)
(0.108219, 11.0587)
(0.0933043, 11.3197)
(0.0845258, 11.4749)
(0.0729568, 11.68)
(0.0642136, 11.8364)
(0.0569004, 11.9676)
(0.0406119, 12.2611)
(0.0296384, 12.4583)
(0.0187777, 12.6515)
(0.0123823, 12.7638)
(0.000330696, 12.9706)
(-0.019439, 13.2946)
(-0.0308359, 13.4697)
(-0.0404369, 13.6112)
(-0.0549718, 13.8159)
(-0.0672401, 13.9793)
(-0.0940289, 14.3118)
(-0.11076, 14.5021)
(-0.124102, 14.645)
(-0.143009, 14.8389)
(-0.156347, 14.97)
(-0.198701, 15.353)
(-0.217186, 15.5062)
(-0.24238, 15.7066)
(-0.264399, 15.8732)
(-0.289571, 16.0558)
(-0.344298, 16.4263)
(-0.374684, 16.6184)
(-0.410421, 16.8348)
(-0.441335, 17.0143)
(-0.496853, 17.323)
(-0.532828, 17.5126)
(-0.574122, 17.7234)
(-0.620967, 17.954)
(-0.651068, 18.0976)
(-0.700567, 18.3276)
(-0.784017, 18.6994)
(-0.824822, 18.8737)
(-0.861237, 19.0262)
(-0.915118, 19.2472)
(-1.00644, 19.6097)
(-1.06953, 19.8516)
(-1.13231, 20.0865)
(-1.18325, 20.2729)
(-1.23852, 20.4723)
(-1.29601, 20.6767)
(-1.39181, 21.0121)
(-1.44694, 21.2021)
(-1.53105, 21.4896)
(-1.59057, 21.691)
(-1.63058, 21.8261)
(-1.76325, 22.2726)
(-1.82062, 22.4656)
(-1.86627, 22.6193)
(-1.94251, 22.8761)
(-1.99886, 23.0661)
(-2.13403, 23.5229)
(-2.19246, 23.7207)
(-2.26557, 23.9688)
(-2.32872, 24.1833)
(-2.39307, 24.4023)
(-2.51204, 24.808)
(-2.5701, 25.0069)
(-2.63783, 25.2398)
(-2.69049, 25.4217)
(-2.75961, 25.662)
(-2.89327, 26.1327)
(-2.95106, 26.3401)
(-3.01425, 26.5696)
(-3.0686, 26.7697)
(-3.14212, 27.0448)
(-3.26143, 27.504)
(-3.32244, 27.7467)
(-3.36771, 27.9308)
(-3.42972, 28.1878)
(-3.48832, 28.437)
(-3.59229, 28.8952)
(-3.64111, 29.1199)
(-3.69401, 29.3696)
(-3.75177, 29.6505)
(-3.78704, 29.8264)
(-3.88019, 30.3101)
(-3.93555, 30.6122)
(-3.98276, 30.8791)
(-4.0228, 31.1129)
(-4.05271, 31.2912)
(-4.13361, 31.7967)
(-4.17214, 32.0502)
(-4.21857, 32.3663)
(-4.24631, 32.5623)
(-4.28694, 32.8583)
(-4.34404, 33.296)
(-4.37646, 33.5575)
(-4.41279, 33.8621)
(-4.43912, 34.0919)
(-4.49382, 34.5957)
(-4.52152, 34.8688)
(-4.55023, 35.1651)
(-4.58177, 35.5084)
(-4.59933, 35.7106)
(-4.6241, 36.0085)
(-4.66258, 36.5084)
(-4.67843, 36.7345)
(-4.69826, 37.0334)
(-4.71328, 37.2755)
(-4.72897, 37.5461)
(-4.75907, 38.1369)
(-4.7694, 38.3781)
(-4.78213, 38.7086)
(-4.78854, 38.8966)
(-4.7975, 39.194)
(-4.80915, 39.6843)
(-4.81495, 40.0145)
(-4.81863, 40.3014)
(-4.82141, 40.6405)
(-4.82256, 41.0624)
(-4.82143, 41.3756)
(-4.81796, 41.7492)
(-4.81418, 42.0044)
(-4.81164, 42.1388)
(-4.80516, 42.434)
(-4.78771, 43.0127)
(-4.77688, 43.29)
(-4.76759, 43.5057)
(-4.75335, 43.8158)
(-4.7407, 44.0715)
(-4.71683, 44.5192)
(-4.70199, 44.7793)
(-4.68418, 45.0799)
(-4.66879, 45.3306)
(-4.64392, 45.7236)
(-4.62764, 45.9736)
(-4.61054, 46.2311)
(-4.5962, 46.444)
(-4.58084, 46.6698)
(-4.55946, 46.9792)
(-4.53086, 47.3873)
(-4.518, 47.5682)
(-4.50002, 47.8196)
(-4.48568, 48.0185)
(-4.45653, 48.4185)
(-4.43861, 48.6615)
(-4.42143, 48.8922)
(-4.40612, 49.0967)
(-4.39449, 49.251)
(-4.37519, 49.5048)
(-4.3478, 49.8614)
(-4.33558, 50.0192)
(-4.31835, 50.2399)
(-4.30636, 50.3928)
(-4.28679, 50.6404)
(-4.25999, 50.9765)
(-4.24668, 51.142)
(-4.23056, 51.3412)
(-4.21999, 51.4711)
(-4.20204, 51.6897)
(-4.17957, 51.9612)
(-4.16654, 52.1177)
(-4.15205, 52.2908)
(-4.13622, 52.4795)
(-4.1161, 52.718)
