(-3.7182, 57.0554)
(-3.7182, 57.0554)
(-3.7182, 57.0554)
(-3.7182, 57.0554)
(-3.71821, 57.0554)
(-3.71821, 57.0554)
(-3.71821, 57.0554)
(-3.71821, 57.0554)
(-3.71821, 57.0554)
(-3.71823, 57.0554)
(-3.71823, 57.0553)
(-3.71823, 57.0554)
(-3.71823, 57.0554)
(-3.71823, 57.0554)
(-3.71824, 57.0554)
(-3.71824, 57.0554)
(-3.71824, 57.0554)
(-3.71824, 57.0554)
(-3.71824, 57.0554)
(-3.71824, 57.0554)
(-3.71824, 57.0554)
(-3.71824, 57.0554)
(-3.71824, 57.0554)
(-3.71824, 57.0554)
(-3.71824, 57.0554)
(-3.71824, 57.0554)
(-3.71824, 57.0554)
(-3.71824, 57.0554)
(-3.71824, 57.0554)
(-3.71824, 57.0554)
(-3.71824, 57.0554)
(-3.71824, 57.0554)
(-3.71824, 57.0554)
(-3.71824, 57.0554)
(-3.71824, 57.0554)
(-3.71824, 57.0554)
(-3.71824, 57.0554)
(-3.71824, 57.0554)
(-3.71824, 57.0554)
(-3.71824, 57.0554)
(-3.71824, 57.0554)
(-3.71824, 57.0554)
(-3.71824, 57.0554)
