(170.698, 1482.144)
(170.698, 1482.144)
(170.698, 1482.144)
(170.698, 1482.144)
(170.697, 1482.144)
(170.697, 1482.144)
(170.697, 1482.144)
(170.697, 1482.144)
(170.697, 1482.144)
(170.697, 1482.143)
(170.696, 1482.143)
(170.696, 1482.144)
(170.696, 1482.144)
(170.696, 1482.143)
(170.696, 1482.143)
(170.696, 1482.143)
(170.695, 1482.144)
(170.695, 1482.144)
(170.695, 1482.144)
(170.695, 1482.144)
(170.695, 1482.144)
(170.695, 1482.144)
(170.694, 1482.144)
(170.694, 1482.144)
(170.694, 1482.144)
(170.694, 1482.144)
(170.694, 1482.144)
(170.694, 1482.144)
(170.693, 1482.145)
(170.693, 1482.145)
(170.693, 1482.144)
(170.693, 1482.144)
(170.693, 1482.144)
(170.693, 1482.145)
(170.692, 1482.144)
(170.692, 1482.144)
(170.692, 1482.144)
(170.692, 1482.144)
(170.692, 1482.144)
(170.692, 1482.144)
(170.691, 1482.144)
(170.691, 1482.144)
(170.691, 1482.144)
(170.691, 1482.145)
(170.691, 1482.145)
(170.691, 1482.145)
(170.691, 1482.144)
(170.69, 1482.144)
(170.69, 1482.145)
(170.69, 1482.144)
(170.69, 1482.144)
(170.689, 1482.144)
(170.689, 1482.144)
(170.689, 1482.144)
(170.689, 1482.144)
(170.689, 1482.144)
(170.689, 1482.144)
(170.688, 1482.144)
(170.688, 1482.144)
(170.688, 1482.145)
(170.688, 1482.145)
(170.688, 1482.144)
(170.688, 1482.144)
(170.688, 1482.144)
(170.687, 1482.144)
(170.687, 1482.144)
(170.687, 1482.144)
(170.687, 1482.145)
(170.687, 1482.145)
(170.687, 1482.144)
(170.686, 1482.144)
(170.686, 1482.144)
(170.686, 1482.144)
(170.686, 1482.144)
(170.686, 1482.144)
(170.686, 1482.144)
(170.685, 1482.145)
(170.685, 1482.145)
(170.685, 1482.144)
(170.685, 1482.145)
(170.685, 1482.145)
(170.685, 1482.145)
(170.685, 1482.145)
(170.684, 1482.145)
(170.684, 1482.145)
(170.684, 1482.145)
(170.684, 1482.145)
(170.684, 1482.144)
(170.684, 1482.145)
(170.684, 1482.144)
(170.683, 1482.144)
(170.683, 1482.144)
(170.683, 1482.144)
(170.683, 1482.144)
(170.683, 1482.145)
(170.683, 1482.145)
(170.682, 1482.145)
(170.682, 1482.145)
(170.682, 1482.145)
(170.682, 1482.145)
(170.682, 1482.145)
(170.682, 1482.145)
(170.682, 1482.144)
(170.681, 1482.145)
(170.681, 1482.145)
(170.681, 1482.144)
(170.681, 1482.144)
(170.681, 1482.144)
(170.681, 1482.144)
(170.68, 1482.144)
(170.68, 1482.145)
(170.68, 1482.145)
(170.68, 1482.144)
(170.68, 1482.144)
(170.68, 1482.145)
(170.68, 1482.145)
(170.679, 1482.145)
(170.679, 1482.145)
(170.679, 1482.145)
(170.679, 1482.145)
(170.679, 1482.145)
(170.679, 1482.145)
(170.679, 1482.145)
(170.678, 1482.145)
(170.678, 1482.145)
(170.678, 1482.145)
(170.678, 1482.145)
(170.678, 1482.144)
(170.678, 1482.144)
(170.677, 1482.144)
(170.677, 1482.143)
(170.677, 1482.143)
(170.677, 1482.143)
(170.677, 1482.144)
(170.677, 1482.144)
(170.676, 1482.144)
(170.676, 1482.144)
(170.676, 1482.144)
(170.676, 1482.144)
(170.676, 1482.144)
(170.676, 1482.144)
(170.676, 1482.144)
(170.675, 1482.144)
(170.675, 1482.144)
(170.675, 1482.144)
(170.675, 1482.144)
(170.675, 1482.144)
(170.675, 1482.144)
(170.674, 1482.144)
(170.674, 1482.144)
(170.674, 1482.144)
(170.674, 1482.144)
